airport_id,name,city,country,iata,icao,latitude,longitude,altitude,timezone,dst,timezone,type,source
8240,Redenção Airport,Redencao,Brazil,RDC,SNDC,-8.033289909362793,-49.97990036010742,670,-3,S,America/Belem,airport,OurAirports
8241,São Félix do Xingu Airport,Sao Felix do Xingu,Brazil,SXX,SNFX,-6.6413,-51.9523,656,-3,S,America/Belem,airport,OurAirports
8242,Bonito Airport,Bointo,Brazil,BYO,SJDB,-21.247298999999998,-56.452498999999996,1180,-4,S,America/Campo_Grande,airport,OurAirports
8243,São Félix do Araguaia Airport,Sao Felix do Araguaia,Brazil,SXO,SWFX,-11.632399559020994,-50.68960189819336,650,-4,S,America/Campo_Grande,airport,OurAirports
8244,Caçador Airport,Cacador,Brazil,CFC,SBCD,-26.78840065,-50.9398002625,3376,-3,S,America/Sao_Paulo,airport,OurAirports
8245,Carauari Airport,Carauari,Brazil,CAF,SWCA,-4.871520042419434,-66.89749908447266,355,-4,S,America/Boa_Vista,airport,OurAirports
8246,Urucu Airport,Porto Urucu,Brazil,\N,SWUY,-4.8842201232899995,-65.3554000854,243,-4,S,America/Boa_Vista,airport,OurAirports
8247,Eirunepé Airport,Eirunepe,Brazil,ERN,SWEI,-6.6395301818847665,-69.87979888916016,412,-4,S,America/Boa_Vista,airport,OurAirports
8248,Concórdia Airport,Concordia,Brazil,CCI,SSCK,-27.180599212646484,-52.05270004272461,2461,-3,S,America/Sao_Paulo,airport,OurAirports
8249,Francisco Beltrão Airport,Francisco Beltrao,Brazil,FBE,SSFB,-26.059200286865234,-53.0634994506836,2100,-3,S,America/Sao_Paulo,airport,OurAirports
8250,Confresa Airport,Confresa,Brazil,CFO,SJHG,-10.634400367736816,-51.5635986328125,781,-4,S,America/Campo_Grande,airport,OurAirports
8253,Umuarama Airport,Umuarama,Brazil,UMU,SSUM,-23.7987003326416,-53.31380081176758,1558,-3,S,America/Sao_Paulo,airport,OurAirports
8254,Diamantina Airport,Diamantina,Brazil,DTI,SNDT,-18.232000351,-43.650398254399995,4446,-3,S,America/Sao_Paulo,airport,OurAirports
8255,Fonte Boa Airport,Fonte Boa,Brazil,FBA,SWOB,-2.5326099395800004,-66.0831985474,207,-4,S,America/Boa_Vista,airport,OurAirports
8256,Senadora Eunice Micheles Airport,Sao Paulo de Olivenca,Brazil,OLC,SDCG,-3.46792950765,-68.9204120636,335,-4,S,America/Boa_Vista,airport,OurAirports
8257,Humaitá Airport,Humaita,Brazil,HUW,SWHT,-7.532120227810001,-63.072101593,230,-4,S,America/Boa_Vista,airport,OurAirports
8258,Tapuruquara Airport,Santa Isabel do Rio Negro,Brazil,IRZ,SWTP,-0.3786,-64.9923,223,-4,S,America/Boa_Vista,airport,OurAirports
8259,Oriximiná Airport,Oriximina,Brazil,ORX,SNOX,-1.714079976081848,-55.83620071411133,262,-3,S,America/Belem,airport,OurAirports
8260,Hotel Transamérica Airport,Una,Brazil,UNA,SBTC,-15.3551998138,-38.9990005493,20,-3,S,America/Fortaleza,airport,OurAirports
8927,Lorenzo Airport,Morro de Sao Paulo,Brazil,\N,SNCL,-13.389444351196287,-38.90999984741211,3,-3,S,America/Fortaleza,airport,OurAirports
8952,Botucatu - Tancredo de Almeida Neves Airport,Botucatu,Brazil,QCJ,SDBK,-22.939501,-48.467999,3012,-3,S,America/Sao_Paulo,airport,OurAirports
8953,Base Aérea Airport,Anapolis,Brazil,\N,SBAN,-16.2292,-48.964298,3731,-3,S,America/Sao_Paulo,airport,OurAirports
8954,Mário Pereira Lopes–São Carlos Airport,Sao Carlos,Brazil,QSC,SDSC,-21.875401,-47.903703,2649,-3,S,America/Sao_Paulo,airport,OurAirports
9089,Estadual Arthur Siqueira Airport,Braganca Paulista,Brazil,BJP,SBBP,-22.979162,-46.537508,2887,-3,S,America/Sao_Paulo,airport,OurAirports
9149,Americana Airport,Americana,Brazil,\N,SDAI,-22.755800247192386,-47.26940155029297,2085,-3,S,America/Sao_Paulo,airport,OurAirports
9769,Plínio Alarcom Airport,Tres Lagoas,Brazil,TJL,SSTL,-20.754199981689,-51.68420028686499,1050,-4,S,America/Campo_Grande,airport,OurAirports
9771,Cacoal Airport,Cacoal,Brazil,OAL,SSKW,-11.495999999999999,-61.4508,778,-4,N,America/Boa_Vista,airport,OurAirports
10154,Pouso Alegre Airport,Pouso Alegre,Brazil,PPY,SNZA,-22.28919982910156,-45.91910171508789,2904,-3,S,\N,airport,OurAirports
10155,Brigadeiro Cabral Airport,Divinopolis,Brazil,DIQ,SNDV,-20.180700302124,-44.870899200439,2608,-3,S,\N,airport,OurAirports
10544,Guarapari Airport,Guarapari,Brazil,GUZ,SNGA,-20.646499633800005,-40.49190139770001,28,-3,S,\N,airport,OurAirports
10545,Ubatuba Airport,Ubatuba,Brazil,UBT,SDUB,-23.44109916687012,-45.075599670410156,13,-3,S,\N,airport,OurAirports
10794,Morro da Urca Heliport,Rio de Janeiro,Brazil,\N,SDHU,-22.95166778564453,-43.16583251953125,692,-3,S,\N,airport,OurAirports
11142,Paracatu Airport,Paracatu,Brazil,\N,SNZR,-17.242599487304688,-46.88309860229492,2359,-3,S,\N,airport,OurAirports
11143,Das Bandeirinhas Airport,Conselheiro Lafaiete,Brazil,\N,SNKF,-20.738585,-43.797444,3478,-3,S,\N,airport,OurAirports
11144,Janaúba Airport,Janauba,Brazil,\N,SNAP,-15.732000000000001,-43.323102,1732,-3,S,\N,airport,OurAirports
11145,Juscelino Kubitscheck Airport,Teofilo Otoni,Brazil,TFL,SNTO,-17.89229965209961,-41.51359939575195,1572,-3,S,\N,airport,OurAirports
11146,Cristiano Ferreira Varella Airport,Muriae,Brazil,\N,SNBM,-21.126100540161133,-42.39440155029297,886,-3,S,\N,airport,OurAirports
11175,Parati Airport,Paraty,Brazil,\N,SDTK,-23.2243995667,-44.72029876710001,10,-3,S,\N,airport,OurAirports
11176,Umberto Modiano Airport,Buzios,Brazil,BZC,SBBZ,-22.770999908447266,-41.96289825439453,10,-3,S,\N,airport,OurAirports
11177,Angra dos Reis Airport,Angra dos Reis,Brazil,\N,SDAG,-22.975299835205078,-44.30709838867188,10,-3,S,\N,airport,OurAirports
11178,Itaperuna Airport,Itaperuna,Brazil,ITP,SDUN,-21.2192993164,-41.8759002686,410,-3,S,\N,airport,OurAirports
11179,Maricá Airport,Marica,Brazil,\N,SDMC,-22.9195,-42.830898,13,-3,S,\N,airport,OurAirports
11180,Resende Airport,Resende,Brazil,REZ,SDRS,-22.4785003662,-44.4803009033,1320,-3,S,\N,airport,OurAirports
11181,Saquarema Airport,Saquarema,Brazil,\N,SDSK,-22.92972183227539,-42.50694274902344,26,-3,S,\N,airport,OurAirports
11198,Aripuanã Airport,Aripuana,Brazil,AIR,SWRP,-10.188278,-59.457273,623,-4,S,\N,airport,OurAirports
11199,Juruena Airport,Juruena,Brazil,JRN,SWJU,-10.305832862854004,-58.48944473266602,525,-4,S,\N,airport,OurAirports
11200,Juína Airport,Juina,Brazil,JIA,SWJN,-11.419444,-58.701668000000005,1083,-4,S,\N,airport,OurAirports
11201,Vila Rica Airport,Vila Rica,Brazil,VLP,SWVC,-9.979443550109863,-51.1422233581543,892,-4,S,\N,airport,OurAirports
11202,Inácio Luís do Nascimento Airport,Juara,Brazil,JUA,SIZX,-11.2966,-57.5495,870,-4,S,\N,airport,OurAirports
11203,Cáceres Airport,Caceres,Brazil,CCX,SWKC,-16.04360008239746,-57.62990188598633,492,-4,S,\N,airport,OurAirports
11204,Posto Leonardo Vilas Boas Airport,Chapada dos Guimaraes,Brazil,\N,SWPL,-12.19833278656006,-53.38166809082031,1083,-4,S,\N,airport,OurAirports
11205,Tangará da Serra Airport,Tangara da Serra,Brazil,TGQ,SWTS,-14.6619997025,-57.4435005188,1460,-4,S,\N,airport,OurAirports
11206,Canarana Airport,Canarana,Brazil,CQA,SWEK,-13.574443817138672,-52.27055740356445,1314,-4,S,\N,airport,OurAirports
11207,Vila Bela da Santíssima Trindade Airport,Vila Bela da Santissima Trindade ,Brazil,MTG,SWVB,-14.9942,-59.9458,660,-4,S,\N,airport,OurAirports
11209,Sobral Airport,Sobral,Brazil,\N,SNOB,-3.67889,-40.336802,210,-3,N,\N,airport,OurAirports
11210,Arapiraca Airport,Arapiraca,Brazil,APQ,SNAL,-9.775360107421877,-36.62919998168945,886,-3,N,\N,airport,OurAirports
11211,Cangapara Airport,Floriano,Brazil,FLB,SNQG,-6.8463897705078125,-43.07730102539063,689,-3,N,\N,airport,OurAirports
11212,Picos Airport,Picos,Brazil,PCS,SNPC,-7.0620598793029785,-41.52370071411133,1050,-3,N,\N,airport,OurAirports
11295,São Miguel do Oeste Airport,Sao Miguel do Oeste,Brazil,SQX,SSOE,-26.78160095214844,-53.503501892089844,2180,-3,S,\N,airport,OurAirports
11930,Chafei Amsei Airport,Barretos,Brazil,BAT,SBBT,-20.584499359131,-48.594100952148,1898,\N,\N,\N,airport,OurAirports
11931,Base de Aviação de Taubaté Airport,Taubaté,Brazil,QHP,SBTA,-23.04010009765625,-45.51599884033203,1908,\N,\N,\N,airport,OurAirports
12059,Itapiranga Airport,Itapiranga,Brazil,\N,SSYT,-27.14249992370605,-53.68579864501953,1247,-3,S,\N,airport,OurAirports
12163,Jacarepaguá - Roberto Marinho Airport,Rio de Janeiro,Brazil,\N,SBJR,-22.987499,-43.369999,10,-3,S,\N,airport,OurAirports
12980,Helisul I Heliport,Foz do Iguassu,Brazil,\N,SSHH,-25.604167938232425,-54.49361038208008,732,-3,S,\N,airport,OurAirports
12987,Humberto Ghizzo Bortoluzzi Regional Airport,Jaguaruna,Brazil,JJG,SBJA,-28.6753,-49.0596,120,-3,S,\N,airport,OurAirports
13121,Fazenda Vaticano Airport,Cruz,Brazil,\N,SSVV,-21.294442999999998,-56.11861,1050,-3,U,\N,airport,OurAirports
13230,9 de Maio - Teixeira de Freitas Airport,Teixeira de Freitas,Brazil,TXF,SNTF,-17.524499893188,-39.66849899292,344,-3,S,\N,airport,OurAirports
13315,Ponta Grossa Airport - Comandante Antonio Amilton Beraldo,Ponta Grossa,Brazil,PGZ,SSZW,-25.1847,-50.1441,2588,-3,S,\N,airport,OurAirports
13397,Olhos D`água Airport,Agua Boa,Brazil,\N,SWHP,-14.019444,-52.152221999999995,1506,-4,S,\N,airport,OurAirports
13398,Novo Progresso Airport,Novo Progresso,Brazil,NPR,SJNP,-7.125833,-55.400833,794,-3,S,\N,airport,OurAirports
13399,Adolino Bedin Regional Airport,Sorriso,Brazil,SMT,SBSO,-12.479177,-55.672341,1266,-4,S,\N,airport,OurAirports
13400,Serra da Capivara Airport,Sao Raimundo Nonato,Brazil,\N,SWKQ,-9.082778,-42.644444,1362,-3,S,\N,airport,OurAirports
13491,Pimenta Bueno Airport,Pimenta Bueno,Brazil,PBQ,SWPM,-11.641599655151367,-61.179100036621094,682,-4,S,\N,airport,OurAirports
13492,Ariquemes Airport,ARIQUEMES,Brazil,\N,SJOG,-9.884721755981444,-63.04888916015625,530,-4,S,\N,airport,OurAirports
13493,Fazenda Spartacus Airport,COLNIZA,Brazil,\N,SIXZ,-24.0,-48.60833358764648,2346,-4,S,\N,airport,OurAirports
13497,Fazenda Mequens Airport,ALTA FLORESTA D'OESTE,Brazil,\N,SJTF,-13.061944007873535,-62.25749969482422,552,-4,S,\N,airport,OurAirports
13498,Prainha Airport,APUI,Brazil,\N,SWYN,-7.17287015914917,-59.839599609375,197,-4,S,\N,airport,OurAirports
13499,Mostardas Airport,SANTO ANTONIO DO MATUPI,Brazil,\N,SSMT,-31.103599548339844,-50.9103012084961,59,-4,S,\N,airport,OurAirports
13500,Santo Domingo Airport,CONSELVAN,Brazil,\N,SCSN,-33.65639877319336,-71.6144027709961,246,-4,S,\N,airport,OurAirports
13595,Fazenda Várzea Funda Airport,PRIMAVERA D'OESTE,Brazil,\N,SIEL,-16.583610534667972,-57.73222351074219,709,-4,S,\N,airport,OurAirports
13597,Primavera do Leste Airport,PRIMAVERA DO LESTE,Brazil,\N,SWPY,-15.565555572509766,-54.33777618408203,2149,-4,S,\N,airport,OurAirports
13636,Comte. Rolim Adolfo Amaro–Jundiaí State Airport,Jundiai,Brazil,\N,SBJD,-23.180369,-46.944408,2484,-3,S,\N,airport,OurAirports
13643,Helisul IV Heliport,Foz Do Iguacu,Brazil,\N,SSHS,-25.613056182861328,-54.39805603027344,676,-3,N,\N,airport,OurAirports
13668,Fazenda Jatobasso Airport,JARU,Brazil,\N,SIDG,-22.42916679382324,-55.53333282470703,2152,-4,S,\N,airport,OurAirports
13669,FIC Heliport,MACHADINHO D'OESTE,Brazil,\N,SIMC,-22.711389541625977,-47.14110946655274,1985,-4,S,\N,airport,OurAirports
13683,Fazenda São Nicolau Airport,COTRIGUACU,Brazil,\N,SWQT,-9.8644437789917,-58.229167938232,738,0,U,\N,airport,OurAirports
13723,Augusto Severo Airport,Natal,Brazil,\N,SBNT,-5.91141986847,-35.2476997375,169,\N,\N,\N,airport,OurAirports
13735,Flores Airport,MANAUS,Brazil,\N,SWFN,-3.0727779865264893,-60.02111053466797,203,-4,S,\N,airport,OurAirports
13772,Fazenda Uiapuru Airport,COMODORO,Brazil,\N,SWVJ,-13.663888931274414,-56.002220153808594,1519,-4,S,\N,airport,OurAirports
13830,Fazenda Kajussol Airport,Alta Floresta D'Oeste,Brazil,\N,SJYD,-11.9647216796875,-61.6866683959961,636,-4,S,\N,airport,OurAirports
13881,Costa Marques Airport,COSTA MARQUES,Brazil,CQS,SWCQ,-12.421099662780762,-64.25160217285156,555,-4,S,\N,airport,OurAirports
